ean;descripcion;marca;n_sucursales;n_cadenas;precio_mediano;coicop_sugerido;rubro_sugerido;coicop_subclase
7790950133318;AMARGO SERRANO;TERMA;696;9;2840.0;;;
7790990003022;DETERGEN ULTRA LIMON;MAGISTRAL;696;9;3120.0;01.1.6;Frutas;
7791337008472;POSTRE ROCKLETS;SERENITO;696;9;3730.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.4
7791337061361;QUESO CREMA ENTERO;CASANCREM;696;9;5595.0;01.1.4;Leche, productos lácteos y huevos;
7791866000381;KETCHUP;NATURA;696;9;1740.0;;;01.1.9
7791866001364;MAYONESA DOY PACK;NATURA;696;9;3040.0;;;01.1.9
7792410523165;FERNET NEGRO;BUHERO;696;9;11568.0;02.1;Bebidas alcohólicas;02.1
7793100111891;CREM DENT ULTR BLANC;COLGATE;696;9;3100.0;;;
7793147571689;CERVEZA GOLDEN;IMPERIAL;696;9;3105.0;02.1;Bebidas alcohólicas;02.1
7793360131400;MERMELADA DE DURAZNO;LA CAMPAGNOLA;696;9;3730.0;01.1.6;Frutas;01.1.8
7793360131530;MERMELAD FRUTILLA +F;BC;696;9;4816.0;01.1.6;Frutas;
7793360131547;MERMELADA CIRUELA BC;LA CA;696;9;3855.0;01.1.6;Frutas;01.1.6
7794000004924;CALDO SAB CRIOLLO;KNORR;696;9;3400.0;;;01.1.9
7794000006188;KETCHUP DOY PACK;HELLMANNS;696;9;2618.0;;;01.1.9
7794000006478;MOSTAZA ORIG DOY PAC;SAVORA;696;9;1727.0;;;01.1.9
7794000006485;MOSTAZA ORIG DOY PAC;SAVORA;696;9;3042.0;;;01.1.9
7794000007987;SALSA PIZZA CASERA;KNORR;696;9;1589.0;;;01.1.9
7794000008557;CALDO VERDURA C/VEGE;KNORR;696;9;2989.0;01.1.7;Verduras, tubérculos y legumbres;01.1.9
7794520868969;PALITOS SALADOS;KRACHITOS;696;9;1815.0;;;
7891024134429;CREM DENT SENS WHITE;COLGA;696;9;5570.99;;;
8445290057433;ALIM P.GAT AD PES.PO;CAT CHOW;696;9;8040.0;;;
8445290274243;POLVO CHOCOLATADO;NESCAO;696;9;2169.0;;;
8445290702234;LECHE EN PVO ENTERA;LA LECHERA;696;9;12432.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
8445291121904;CACAO POLVO S/PREMIX;NESQUIK;696;9;12799.0;01.2.1;Café, té, yerba y cacao;
5000267014005;RED LABEL WHISKY;JOHNNIE WALKER;695;9;42300.0;02.1;Bebidas alcohólicas;
7622201703110;JUGO PV NAR VIT CD;CLIGHT;695;9;529.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7622201735883;PEPITOS TRIPACK QJ;PEPITOS;695;9;5819.0;;;
7790040132689;GALLETAS AZUCARADAS;PORTE;695;9;1370.0;01.1.1;Pan y cereales;
7790040143364;GALLETITAS SURTIDAS;DIVERSION;695;9;2855.0;01.1.1;Pan y cereales;
7790040143777;GALLE RELL CREAMY CH;COFLER;695;9;1272.0;;;
7790060023684;ACEITE DE GIRASOL;COCINERO;695;9;6470.0;01.1.5;Aceites, grasas y manteca;01.1.5
7790070336552;FIDEOS CASERITO;DON VICENTE;695;9;3540.0;01.1.1;Pan y cereales;01.1.1
7790070433114;ARROZ PARBOIL SELECC;GALLO;695;9;1435.0;01.1.1;Pan y cereales;
7790240041460;VINO MALBEC;FDCAV;695;9;10905.0;02.1;Bebidas alcohólicas;
7790290101459;APERITIVO  FERNET;VITTONE;695;9;6300.0;02.1;Bebidas alcohólicas;02.1
7790310985267;SNACK SABOR QUESO;DORITOS;695;9;2300.0;01.1.4;Leche, productos lácteos y huevos;
7790310985526;PALITOS DE QUESO;PEHUAMAR;695;9;3518.0;01.1.4;Leche, productos lácteos y huevos;
7790520025869;INSEC.MATA MOSC.Y MO;FUYI;695;9;4990.0;;;
7790520997654;AEROSOL INSECTICIDA;RAID;695;9;5725.0;;;
7790580132187;MERMELADA FRUTILLA;ARCOR;695;9;4150.0;01.1.6;Frutas;01.1.8
7790580138868;PURE DE TOMATE;LA CAMPAGNOLA;695;9;1219.0;01.1.7;Verduras, tubérculos y legumbres;
7790710334573;YERBA HIERBAS SERRAN;CBSE;695;9;4845.0;01.2.1;Café, té, yerba y cacao;
7790742011701;CREMA BATIR CLASICA;LA SERENISIMA;695;9;3399.0;;;
7790742141101;CREMA DE LECHE;LA SERENISIMA;695;9;5179.0;01.1.4;Leche, productos lácteos y huevos;
7790742335609;LECHE DESC BOTELLA;LA SERENISIMA;695;9;2940.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790742373304;QUESO UNT LIGHT;FINLANDIA;695;9;5476.0;01.1.4;Leche, productos lácteos y huevos;
7790742625205;DULCE DE LECHE COLON;LA SERENISIMA;695;9;4615.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790895010095;GASEOSA POMELO ZERO;SCHWE;695;9;5700.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;01.2.2
7790950000160;AMERICAN GANCIA 0,95;GANCIA;695;9;9800.0;;;02.1
7790950133288;AMARGO LIMON LIGHT;TERMA;695;9;2840.0;01.1.6;Frutas;
7791130002844;LIMPIA VIDRIOS DOYPA;PROCENEX;695;9;2150.0;;;
7791130683661;LIMPIADOR LIQ MARINA;PROCENEX;695;9;2420.0;;;
7791130683760;LIMPIADOR LI.ES.LAVA;PROCENEX;695;9;4200.0;;;
7791337061385;QUESO CREMA LIGHT;CASANCREM;695;9;5595.0;01.1.4;Leche, productos lácteos y huevos;
7791866000480;SALSA GOLF;NATURA;695;9;1816.0;;;01.1.9
7791866004211;MOSTAZA DOY PACK;NATURA;695;9;1109.0;;;01.1.9
7792180004567;HARINA C/LEV PIZ CAS;PUREZA;695;9;2230.0;01.1.1;Pan y cereales;
7792390620786;CAPELETTINI J&Q;GIACOMO;695;9;5455.0;;;
7793147009137;CERV PORRON;HEINEKEN;695;9;4195.0;;;
7622201736033;GALL CEREAL CLASICAS;CEREALITAS;694;9;2010.0;01.1.1;Pan y cereales;01.1.1
7622201761288;GAL CHOC REL  MINI;OREO;694;9;1119.0;;;01.1.8
7790040133488;GALLETAS FRAMBUESA;SONRISAS;694;9;1529.0;01.1.1;Pan y cereales;01.1.6
7790040139657;GALLETAS RELL FRUTIL;MERENGADAS;694;9;1567.0;01.1.1;Pan y cereales;
7790070336217;FIDEOS MOSTACHOL;MATARAZZO;694;9;1990.0;01.1.1;Pan y cereales;01.1.1
7790070336309;FIDEOS SPAGHETTI;MATARAZZO;694;9;1990.0;01.1.1;Pan y cereales;01.1.1
7790070431486;ARROZ LARG FINO BOLS;LUCCHETTI;694;9;1999.0;01.1.1;Pan y cereales;
7790070432964;BIZCOCH VAINILL FORT;EXQUISITA;694;9;3679.0;01.1.1;Pan y cereales;
7790070562180;HARINA LEUDANTE FORT;BLANCAFLOR;694;9;2239.0;01.1.1;Pan y cereales;
7790310985236;PAPAS FRITAS CLASICA;LAYS;694;9;2300.0;;;
7790520995315;DESINF AEROSOL LAVAN;LYSOFORM;694;9;4786.99;;;
7790670050650;HAMB CLASIC 4UD;PATY;694;9;9150.0;;;
7790742102805;RICOTTA ENTERA;GARCIA;694;9;4599.0;;;01.1.4
7790742321701;QUESO UNT CLASICO;FINLANDIA;694;9;3655.0;01.1.4;Leche, productos lácteos y huevos;
7790742321800;QUESO UNT LIGHT;FINLANDIA;694;9;3655.0;01.1.4;Leche, productos lácteos y huevos;
7790742625106;DULCE D/LECHE COLONI;LA SERENISIMA;694;9;3025.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790895003288;AGUA S/GAS POME;AQUARIUS;694;9;3700.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7790895003301;AGUA S/GAS MANZ;AQUARIUS;694;9;3700.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7790950141610;POMELO ROSADO AMARGO;TERMA;694;9;2840.0;;;01.1.6
7790990003039;DETER ULTRA LIMON;MAGISTRAL;694;9;5040.0;01.1.6;Frutas;
7791250001871;VODKA RASPBERRY;SMIRNOFF;694;9;12899.0;02.1;Bebidas alcohólicas;
7791290792012;JAB LIQ ECOLAV DP;ALA;694;9;4020.0;;;
7791290795587;LIMP ANTIGRASA EXPER;CIF;694;9;2506.99;;;
7791293051208;JABON ORIGINAL;DOVE;694;9;2609.0;;;
7791337007666;YOGUR CEREAL CON MIE;SER;694;9;4180.0;01.1.4;Leche, productos lácteos y huevos;01.1.1
7791337008489;POSTRE CHOCOBOMB;SERENITO;694;9;3730.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.4
7791337061439;QUESO CREMA LIGHT;LA SERENISIMA;694;9;4015.0;01.1.4;Leche, productos lácteos y huevos;
7791813777021;SEVEN UP LATA;7 UP;694;9;2100.0;;;01.2.2
7791813888468;GASEO COLA;PEPSI;694;9;4550.0;;;
7792180001665;ACEITE DE GIRASOL;CAÑUE;694;9;6529.0;01.1.5;Aceites, grasas y manteca;01.1.5
7792180134516;HARINA INTEGRAL;PUREZA;694;9;2020.0;01.1.1;Pan y cereales;01.1.1
7792410522717;GIN;BRIGHTON;694;9;12950.0;02.1;Bebidas alcohólicas;
7792798003709;CERVEZA CORONA;CORONA;694;9;4270.0;02.1;Bebidas alcohólicas;02.1
7792798003716;CERVEZA EN BOTELLA;CORONA;694;9;6878.0;02.1;Bebidas alcohólicas;02.1
7792798007493;CERVEZA RETORNABLE;BRAHMA;694;9;4530.0;02.1;Bebidas alcohólicas;02.1
7793147118860;CERVEZA EN LATA;SCHNEIDER;694;9;2500.0;02.1;Bebidas alcohólicas;02.1
7793433000497;SALERO;GENSER;694;9;5619.0;;;
7794000005884;SOPA CREM ZAPAL NUEZ;KNORR;694;9;2745.0;;;01.1.6
7794000006065;MAYONESA CLASICA;HELLMANNS;694;9;1678.0;;;01.1.9
7794000008052;SALSA FILETTO CASERA;KNORR;694;9;1589.0;;;01.1.9
7795735000335;BIZCOCHO DULCE;DON SATUR;694;9;1525.0;01.1.1;Pan y cereales;
7798074864675;VINO MALBEC;PORTILLO;694;9;6800.0;02.1;Bebidas alcohólicas;
7798074864774;VINO SAUVIGNON BLANC;PORTILLO;694;9;6855.0;02.1;Bebidas alcohólicas;
7798074865191;VINO MALBEC;KILLKA;694;9;9790.0;02.1;Bebidas alcohólicas;
7798338291049;LECHE CHOCOLATAD UAT;L3NIÑ;694;9;5253.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7898024394181;PASTA AVELLANAS;NUTELLA;694;9;10998.0;;;
8445290068507;ALIM GATO CARNE/POLL;CAT CHOW;694;9;4121.0;01.1.2;Carnes y derivados;
8445290987587;ALIM ADULTO MINI PEQ;DOG CHOW;694;9;7065.0;;;
8445291121881;CACAO PVO SIN PREMIX;NESQUIK;694;9;4779.0;01.2.1;Café, té, yerba y cacao;
0000077987983;DESODORANTE ODORONO;REXONA;693;9;2839.0;;;
7622201703080;JUG PV MAN DE VIT CD;CLIGHT;693;9;529.0;;;
7622201705961;JUGO EN POLVO NARANJ;TANG;693;9;522.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7622201705992;JUGO EN POLVO MANZAN;TANG;693;9;522.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7622201735371;JUGO PVO NARAN/MANGO;TANG;693;9;522.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7622201735685;JUGO PVO LIMONADA DU;TANG;693;9;522.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;01.2.2
7702010631207;CEP DENT TRIP ACCION;COLGA;693;9;5440.99;;;
7790040133471;GALLE RELLEN FRAMBUE;SONRISAS;693;9;4229.0;;;
7790040142992;GALLETITAS NEGRO;CHOCOLINAS;693;9;2545.0;01.1.1;Pan y cereales;
7790040143234;GALLETITA CHOCOLATE;CHOCOLINAS;693;9;2420.0;01.1.1;Pan y cereales;
7790040143807;GALL RELL BON O BON;COFLER;693;9;1273.0;;;
7790040173200;SNACKS KESITAS CAJA;KESITAS;693;9;2260.0;;;
7790045001584;COPOS DE MAIZ;GRANIX;693;9;1650.0;;;01.1.1
7790070320285;FIDEO SPAGHETTI;FAVORITA;693;9;1060.0;01.1.1;Pan y cereales;01.1.1
7790070336118;FIDEOS TALLARIN N5;LUCCHETTI;693;9;1700.0;01.1.1;Pan y cereales;01.1.1
7790070336293;FIDEOS TIRABUZON;MATARAZZO;693;9;1930.0;01.1.1;Pan y cereales;01.1.1
7790070336316;FIDEOS TALLARIN;MATARAZZO;693;9;1916.0;01.1.1;Pan y cereales;01.1.1
7790070336361;FIDEOS PENNE RIGATE;LUCCHETTI;693;9;1700.0;01.1.1;Pan y cereales;01.1.1
7790070336545;FIDEOS FETUCCINI;DON VICENTE;693;9;3675.0;01.1.1;Pan y cereales;01.1.1
7790070760722;VINO MALBEC;EMILIA;693;9;7900.0;02.1;Bebidas alcohólicas;
7790150540183;OREGANO;ALICANTE;693;9;1568.0;;;01.1.9
7790154008283;JUGO NARANJA;DEL VALLE;693;9;2100.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7790170901971;CAFE MOLIDO INTENSO;MORENITA;693;9;6600.0;01.2.1;Café, té, yerba y cacao;
7790550000157;CAFE MOLIDO;LA PL;693;9;7410.0;01.2.1;Café, té, yerba y cacao;
7790742192103;LECHE DESCR 1% SACHE;CASANTO;693;9;1865.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790742333605;LECHE ZERO LACTOSA;LA SERENISIMA;693;9;2999.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790742335401;LECHE DES BOTELLA 2%;LA SERENISIMA;693;9;2945.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790742358608;LECHE PROTEIN DES 0%;LA SERENISIMA;693;9;2999.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790742373205;QUESO UNT CLASICO;FINLANDIA;693;9;5476.0;01.1.4;Leche, productos lácteos y huevos;
7790950202816;DR LEMON LIMON LATA;DRLEM;693;9;2850.0;01.1.6;Frutas;
7791120031557;ARROZ LARGO FINO;MOLINOS ALA;693;9;1950.0;01.1.1;Pan y cereales;
7791337008106;POSTRE COPA DDL;DANETTE;693;9;2560.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.4
7791540053351;VINO TINTO BRIK;TERMIDOR;693;9;2257.0;02.1;Bebidas alcohólicas;02.1
7791675902616;ACEIT VDE DESCAROZAD;CASTELL;693;9;1851.0;;;
7793147009199;CERVEZA LATA;HEINEKEN;693;9;3885.0;02.1;Bebidas alcohólicas;02.1
7793253003722;LAVANDINA LAVA TR PO;AYUDI;693;9;3640.0;;;
7793253004774;QUITAMA BCO IN FLORA;AYUDIN;693;9;2290.0;;;
7793890258752;PAN BLANCO;LACTAL;693;9;4990.0;01.1.1;Pan y cereales;01.1.1
7798062547559;AGUA S/GAS MINERAL;VILLA DEL SUR;693;9;2449.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7798338290028;LECH LARG VID ENTERA;3NIÑA;693;9;2620.0;;;
8445290069313;ALIM P/GAT CARN VEGE;CAT CHOW;693;9;8854.0;;;
8445291082137;CAFE DOLCA SV ORIGEN;DOLCA;693;9;12899.0;01.2.1;Café, té, yerba y cacao;
7622201702656;JUGO PV LIMONA VIT;CLIGHT;692;9;529.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7622201745905;CEREALITA CLASI X3UD;CEREALITAS;692;9;5430.0;01.1.1;Pan y cereales;01.1.1
7790070320001;PASTA CABELLO ANGEL;MATARAZZO;692;9;2900.0;;;
7790070336385;FIDEOS SPAGHETTI;LUCCHETTI;692;9;1699.0;01.1.1;Pan y cereales;01.1.1
7790070418449;BIZC ARROZ TORT NEGR;GALLO;692;9;3600.0;01.1.1;Pan y cereales;
7790072001014;SAL FINA PAQUETE;CELUSAL;692;9;1450.0;;;01.1.9
7790072002080;SAL FINA ESTUCHE;CELUSAL;692;9;1787.0;;;01.1.9
7790150160725;CAFE CAPUC TRAD ESPU;LA VIRGINIA;692;9;3677.0;01.2.1;Café, té, yerba y cacao;
7790150355084;TE ESPECIAL VERDE;LA VIRGINIA;692;9;1719.0;01.2.1;Café, té, yerba y cacao;01.1.9
7790154008306;JUGO MULTIFRUTA;DEL VALLE;692;9;2100.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7790250054962;PAÑUELOS DESCARTABLE;ELITE;692;9;2675.0;;;
7790250057765;SERVILLETAS P/MESA;SUSSEX;692;9;2105.0;;;
7790310984338;MAICITOS 125GR;PEHUAMAR;692;9;3618.0;;;
7790360026576;HAMBURG CARNE CLASIC;SWIFT;692;9;9195.0;01.1.2;Carnes y derivados;
7790387014617;YERBA MATE 4 FLEX;UNION;692;9;5370.0;01.2.1;Café, té, yerba y cacao;
7790550000164;CAFE TORRADO;LA PL;692;9;14550.0;01.2.1;Café, té, yerba y cacao;
7790580131371;SURTIDO EL KIOSKO;ARCOR;692;9;12079.0;;;
7790742324108;QUESO UNT RED CAL;FINLANDIA;692;9;5476.0;01.1.4;Leche, productos lácteos y huevos;
7790895643866;JGO B/SOJA FR TROPIC;ADES;692;9;3400.0;;;01.1.7
7791290792791;JAB LIQ BIO ENZ DP;SKIP;692;9;16690.0;;;
7791290794061;LAVAVAJ BIOACT LIMON;CIF;692;9;4390.0;01.1.6;Frutas;
7791290794238;CREM MULTIUSO ORIGIN;CIF;692;9;2530.0;;;
7791337007246;YOGUR FIRME VAINILLA;SER;692;9;2680.0;01.1.4;Leche, productos lácteos y huevos;
7791337007628;YOG FIRME VAINILLA;YOGURISIMO;692;9;2960.0;;;
7791337008113;COPA CHOCOLATE;DANETTE;692;9;2560.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;
7791337061422;QUESO CREMA ENTERO;LA SERENISIMA;692;9;4015.0;01.1.4;Leche, productos lácteos y huevos;
7792710000182;YERBA TRADICIONAL;AMANDA;692;9;2460.0;01.2.1;Café, té, yerba y cacao;
7792798014873;CERVEZA 0.0 S/ALCOHO;CORONA;692;9;3500.0;02.1;Bebidas alcohólicas;02.1
7793147573386;CERVEZA LATA;MILLER;692;9;3485.0;02.1;Bebidas alcohólicas;02.1
7793360131561;MERMELADA ARANDANO;BC;692;9;5200.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.6
7793890258783;PAN SALVADO;LACTAL;692;9;5757.0;01.1.1;Pan y cereales;01.1.1
7793890258998;PAN HAMBURGUESA;BIMBO;692;9;4405.0;01.1.2;Carnes y derivados;01.1.1
7794940000536;AZUCAR LIGHT;HILERET;692;9;2759.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;
7798062540284;AGUA S/GAS POME;LEVIT;692;9;3390.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7798074865313;VINO MALBEC;SALENTEIN;692;9;15100.0;02.1;Bebidas alcohólicas;
8445290993045;PURE DE PAPA CREMOSO;MAGGI;692;9;4257.0;01.1.7;Verduras, tubérculos y legumbres;01.1.4
7509546686523;CREM DENT TRIP BENEF;COLGA;691;9;3790.0;;;
7622201735296;OREO QJ 36X118GR;OREO;691;9;2280.0;;;
7702103751416;CEREAL FROOT LOOPS;KELLO;691;9;4300.0;01.1.1;Pan y cereales;01.1.1
7790150310267;TE DE BOLDO;LA VIRGINIA;691;9;2081.0;01.2.1;Café, té, yerba y cacao;
7790199000020;HARINA 0000;MORIXE;691;9;1440.0;01.1.1;Pan y cereales;
7790240128673;VINO RESERVA MALBEC;FOND;691;9;14245.0;02.1;Bebidas alcohólicas;
7790580132255;MERMEL.LIGHT FRUTILL;ARCOR;691;9;4496.0;;;
7790639003444;GASEOSA TONICA;CUNNINGTON;691;9;2750.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;01.2.2
7790639003857;GASEOSA POMELO SUAVE;CUNNINGTON;691;9;2540.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;01.2.2
7790742373908;QUESO UNT ORIGINAL;CREMO;691;9;3996.0;01.1.4;Leche, productos lácteos y huevos;
7791120098888;ARROZ INTEGRAL;MOLINOS ALA;691;9;2400.0;01.1.1;Pan y cereales;01.1.1
7791337008229;YOGURISIMO FRUTILLA;YOGURISIMO;691;9;6429.0;01.1.4;Leche, productos lácteos y huevos;
7791337008243;YOGURISIMO VAINILLA;YOGURISIMO;691;9;6429.0;01.1.4;Leche, productos lácteos y huevos;
7791337060944;QUESO CREMA S/SAL;CASANCREM;691;9;5595.0;01.1.4;Leche, productos lácteos y huevos;01.1.9
7791866000510;MOSTAZA;NATURA;691;9;2199.0;;;01.1.9
7793890259025;PAN PARA PANCHOS;ARTESANO;691;9;4650.0;01.1.1;Pan y cereales;01.1.1
7795735000328;BIZCOCHO SALADO;DON SATUR;691;9;1525.0;01.1.1;Pan y cereales;
7798060850026;MANTEC CALIDAD EXTRA;TONADITA;691;9;3950.0;;;
7798060852990;QUESO UNT JAMON;TONADITA;691;9;2699.0;01.1.4;Leche, productos lácteos y huevos;
7798062540291;AGUA S/GAS NARAN;LEVIT;691;9;3390.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7798108833950;VINO MALBEC;CALLIA;691;9;5900.0;02.1;Bebidas alcohólicas;
7798108834155;VINO BLANCO DULCE;CALLIA;691;9;5900.0;02.1;Bebidas alcohólicas;02.1
7891024034095;PASTA DENTAL KIDS;COLGA;691;9;3720.99;;;
7501058753441;QUITAM.POLVO INTELIG;VANISH;690;9;3190.0;;;
7622201703172;JUGO EN POLV POM ROS;CLIGHT;690;9;529.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7622202038099;GALLETA CHOCO S/TACC;OREO;690;9;2960.0;01.1.1;Pan y cereales;
7790040139091;GALLE RELLENA FRUT;MERENGADAS;690;9;4247.0;;;
7790070431417;ARROZ PARBOIL;GALLO;690;9;2725.0;01.1.1;Pan y cereales;
7790070509055;YERBA MATE SIN TACC;CRUZ DE MALTA;690;9;4989.0;01.2.1;Café, té, yerba y cacao;
7790150006320;CAFE MOLIDO CLASICO;LA VIRGINIA;690;9;6389.0;01.2.1;Café, té, yerba y cacao;
7790170903937;CAFE EN SAQUITOS;MORENITA;690;9;5590.0;01.2.1;Café, té, yerba y cacao;
7790272001005;ACEITE DE GIRASOL;NATURA;690;9;4409.0;01.1.5;Aceites, grasas y manteca;01.1.5
7790310985649;NACHOS SABOR QUESO;DORITOS;690;9;3515.0;01.1.4;Leche, productos lácteos y huevos;
7790398100088;MANTECA;LA PAULINA;690;9;4389.0;01.1.5;Aceites, grasas y manteca;01.1.5
7790520025777;INSEC CUCARACHA S/OL;RAID;690;9;10150.0;;;
7790580131364;ATUN LOMITO NATURAL;LA CAMPAGNOLA;690;9;5745.0;01.1.3;Pescados y mariscos;
7790639003819;GASEO COLA LIGHT;CUNNINGTON;690;9;2540.0;;;
7790670052371;MEDALL C/SOJA 4UD;EXPRE;690;9;5955.0;;;01.1.7
7790742192202;LECHE DESCR 2% SACHE;CASANTO;690;9;1865.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790742373809;QUESO UNT LIGHT;CREMO;690;9;3996.0;01.1.4;Leche, productos lácteos y huevos;
7790895001017;FANTA NARANJA;FANTA;690;9;5700.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7790895003295;AGUA S/GAS PERA;AQUARIUS;690;9;3700.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7790950133325;AMARGO SERRANO LIGHT;TERMA;690;9;2840.0;;;
7791004000099;SAL GRUESA;CELUSAL;690;9;2595.0;;;01.1.9
7791120037559;ARROZ PARBOIL;MOLINOS ALA;690;9;2290.0;01.1.1;Pan y cereales;
7791130681384;REMOVEDOR DE SARRO;HARPIC;690;9;6220.0;;;
7791290794221;CREM MULTIUSO ORIGIN;CIF;690;9;4579.0;;;
7791337008564;YOG VANILLA CALCI+12;SER;690;9;2425.0;;;
7791813888376;GASEO COLA LATA;PEPSI;690;9;2100.0;;;
7792798007387;CERVEZA CRISTAL;QUILMES;690;9;4325.0;02.1;Bebidas alcohólicas;02.1
7793890258769;PAN BLANCO;LACTAL;690;9;3507.0;01.1.1;Pan y cereales;01.1.1
7793940052002;MANTECA EXTRA;LA SERENISIMA;690;9;2725.0;01.1.5;Aceites, grasas y manteca;01.1.5
7794000007109;MAYONESA LIVIANA DP;HELLMANNS;690;9;2999.0;;;01.1.9
7794940000796;EDULCORANT STEV FORT;HILERET;690;9;5839.0;;;
7798146139045;SALSA CHEDDAR;TAU;690;9;4648.0;;;01.1.9
7798353194653;VINO TINTO MALBEC;CORDE;690;9;6600.0;02.1;Bebidas alcohólicas;02.1
8445290977373;ALIM ADULTO MED GDE;DOG CHOW;690;9;5511.0;;;
7790070507341;JUGO DE LIMON;MINERVA;689;9;3469.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7790070622044;TAPA P/TARTAS HOJALD;LASAL;689;9;2735.0;;;01.1.1
7790174001349;MILANESA SOJA TRADIC;VEGETALEX;689;9;4789.0;01.1.2;Carnes y derivados;01.1.2
7790240041880;VINO BLANCO DULCE;ALARIS;689;9;5318.0;02.1;Bebidas alcohólicas;02.1
7790290001179;APERITIVO FERNET;BRANCA;689;9;12250.0;02.1;Bebidas alcohólicas;02.1
7790360967701;HAMBURGUESAS CARNE;SWIFT;689;9;7629.0;01.1.2;Carnes y derivados;
7790520998927;IMPIA HORNOS;MRMUS;689;9;8856.0;;;
7790742141606;CREMA PARA COCINAR;LA SERENISIMA;689;9;3239.0;;;
7791290794115;LAVAVAJI BIOACT LIMA;CIF;689;9;4390.0;;;
7793147570866;CERVEZA LATA;GROLSCH;689;9;3925.0;02.1;Bebidas alcohólicas;02.1
7794000007093;MAYONESA LIVIANA DP;HELLMANNS;689;9;1679.0;;;01.1.9
7797906054826;PAPAS TRADICIONAL;MCCAI;689;9;7345.0;;;
7798074864910;ESPUMANTE BRUT NATUR;SALENTEIN;689;9;17000.0;02.1;Bebidas alcohólicas;
7798338291070;CREMA P/COCIN FORTIF;L3N;689;9;2693.0;;;
7799155000135;AGUA S/GAS;VILLA DEL SUR;689;9;5099.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7898422746827;JAB TOC EXFOLIANTE;DOVE;689;9;2609.0;;;
7790070432254;ARROZ PREP C/VEGETAL;GALLO;688;9;3080.0;01.1.1;Pan y cereales;
7790070432858;PREMEZCLA BROWNIES;EXQUISITA;688;9;5000.0;01.1.1;Pan y cereales;
7790070432971;BIZCOCHUE CHOCO FORT;EXQUISITA;688;9;4469.0;01.1.1;Pan y cereales;
7790070507280;YERBA MATE SELECCION;NOBLEZA GAUCHA;688;9;4570.0;01.2.1;Café, té, yerba y cacao;
7790360966841;MEDALLON SUPERCONGX4;SWIFT;688;9;5869.0;;;
7790742141903;CREM LIVIA P/COCINAR;LA SERENISIMA;688;9;2785.0;;;
7791203001231;VINO MALBEC;LUIGI BOSCA;688;9;18000.0;02.1;Bebidas alcohólicas;
7791290793682;SUAVIZANTE PARA ROPA;COMFORT;688;9;4590.0;;;
7791337007819;LECHE MULTIFRUTA;ACTIMEL;688;9;1965.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7791337008694;YOGURT BEB FRUTILLA;DANONINO;688;9;3255.0;01.1.4;Leche, productos lácteos y huevos;
7791540047862;VINO MALBEC;DADA;688;9;7739.0;02.1;Bebidas alcohólicas;
7791813828372;GASEO PEPSI BLACK;PEPSI;688;9;2100.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7791813828464;GASEO COLA BLACK;PEPSI;688;9;4550.0;;;
7792170110704;BEB ISOTON COOL BLUE;GATORADE;688;9;2850.0;;;01.2.2
7792180004741;PAN RALLADO;MAMA COCINA;688;9;1670.0;01.1.1;Pan y cereales;01.1.1
